도서명,저자,출판사,출판년도,청구기호,등록번호
"뉴 애브노멀,전자자료 : 팬데믹의 그림자 서플라이 쇼크를 대비하라","요시 셰피 지음,김효석,류종기 공옮김",드루 :한국학술정보 :북틀제작,2021,325.663,HBML03165
심연의 빛  : 아픈 마음의 뿌리와 마주하는 정신분석 수업,이창재 지음,아를,2022,185.5,HBML03166
정책의 시간  : 한국경제의 대전환과 다음 정부의 과제,"원승연,박민수,류덕현,우석진,홍석철,강창희,허석균,이상영,김정호,지만수,주병기 지음",생각의힘,2021,322.11,HBML03167
"휴가 갈 땐,  주기율표 :  일상과 주기율표의 찰떡 케미스토리",곽재식 지음,초사흘달,2022,431.14,HBML03168
최전선의 사람들  : 후쿠시마 원전 작업자들의 9년간의 재난 복구 기록,"가타야마 나쓰코 지음,이언숙 옮김",푸른숲,2022,331.5414,HBML03169
미래의 피해자들은 이겼다 : 한국 사회는 이 비극을 어떻게 기억할 것인가,김승섭 지음,난다,2022,330.4,HBML03170
"그건 내 건데 :  기본소득,  모두가 조건 없이 찾아야 할 권리","이선배 글,김휘승 그림",내일을여는책,2021,321.81,HBML03171
"슬라브,  막이 오른다",김주연 지음,파롤앤,2022,929.9,HBML03172
외국어 학습담  : 외국어 학습에 관한 언어 순례자 로버트 파우저의 경험과 생각,로버트 파우저 지음,혜화1117,2021,707,HBML03173
언어의 높이뛰기 : 신지영 교수의 언어 감수성 향상 프로젝트,신지영 지음,인플루엔셜,2022,802.56,HBML03174
감정 연구  : 따뜻하고 친근한 감정의 힘,권택영 지음,글항아리,2021,181.7,HBML03175
선교사의 뒷모습,주수경 지음,비아토르,2022,235.6,HBML03176
하룻밤에 읽는 동양 철학,양승권 지음,페이퍼로드,2022,150,HBML03177
하룻밤에 읽는 서양 철학,양승권 지음,페이퍼로드,2022,160,HBML03178
읽었구나!,양애경,현대시학사,2021,811.62,HBML03179
열세 살 봉애:1951년,"김정옥 지음,강화경 그림",머스트비,2021,808.3,HBML03180
"현대인의 인문학  = ,Contemporary humanities",염철현,KU Press(고려대학교출판문화원),2021,001.3,HBML03181
우리는 오피스텔에 산다  : 전민식 장편소설,전민식,아시아,2022,813.7,HBML03182
"지적 행복론,전자자료 : 97세 경제학 교수가 물질의 시대에 던지는 질문","리처드 이스털린 지음,안세민 옮김",윌북,2022,320.1,HBML03183
달릉개  : 최기우 희곡집 4,최기우,평민사,2022,812.6,HBML03184
"성공하는 정부를 위한 제언  = ,Suggestions for a successful government","강제상,서원석,이덕로,김영미,박용성,박정수,신다윗,양재진,이영범,우윤석,윤지웅,최현선,홍형득,류이현",윤성사,2022,351.11,HBML03185
온 세상이 사회 교과서  : 태어나서 죽기까지 생애 매 순간마다 직면하는 '진짜' 내 삶의 문제들,"전국사회교사모임,최성은,김유란,박은선,오승한,한상희,한재은 지음",해냄에듀,2022,300,HBML03186
반하트  : 스포츠맨십의 전도사  : 한국 농구·배구의 스승,임연철 지음,밀알북스 :신앙과지성사,2021,692.099,HBML03187
"지구 격동의 이력서,  암석 25  : 우주,  지구,  생명의 퍼즐로 엮은 지질학 입문","도널드 R. 프로세로 지음,김정은 옮김",뿌리와이파리,2021,450,HBML03188
"디지털 트랜스포메이션 마케팅  = ,Digital transformation marketing  : DX 2",양경렬 지음,비전코리아 :비전비엔피,2021,325.5,HBML03189
팬데믹 이후의 세계 A.C,제이티비씨 팩추얼 <A.C.10> 제작진 지음,중앙books :중앙일보에스,2022,331.54,HBML03190
"그런 순간,  이런 클래식 : 바이올리니스트의 인생 플레이리스트",김수연 지음,가디언,2022,670.15,HBML03191
"부자,  관상,  기술",김영한 지음,쌤앤파커스,2022,320.1,HBML03192
"애즈 어 서비스다!  = ,Being as a service  : 비트 경제의 게임체인저","김경훈,황선민,이정헌,김돈정,안동욱,김영권,박영충 지음",페이퍼로드,2021,331.5412,HBML03193
비폭력의 힘  : 윤리학-정치학 잇기,"주디스 버틀러 지음,김정아 옮김",문학동네,2021,340.1,HBML03194
'부의 미래'를 여는 11살 돈 공부,김성화 지음,코리아닷컴,2022,374.32,HBML03195
여성의 아들 예수,김근수 지음,클라우드나인,2022,232.8,HBML03196
메타버스 시대의 신학과 목회,"김상일,허호익,강원돈,서정민,김기대,김동환,김종우,김치범,박숭인,박호용,윤사무엘,이명권,이민형,이정철,조은석",동연,2022,235,HBML03197
고래 2022,"강은교,김형영,윤후명,정희성",문학나무,2022,811.62,HBML03198
"데이터 과학자의 일,전자자료  : 금융,  게임에서 스포츠까지 현장에서 찾아낸 데이터 과학의 오늘","박준석 엮음,데이터 과학자 11명 지음",Humanist :휴머니스트출판그룹 :빌드북제작,2021,413.8,HBML03199
이공오공 에너지 레볼루션 : 당신의 미래를 지배할 탈(脫)탄소 경제 전환과 ESG,"김기현,천영호 공지음",라온북,2022,321.393,HBML03200
우리 집에 온 마고할미,"유은실 지음,전종문 그림",바람의 아이들,2014,808,HBML03201
커다란 초식공룡,이융남,한국아이엔이,2006,457,HBML03202
빵나무,"베틀북 편,백은희 그림",베틀북,2010,375.1,HBML03203
엄마가 안아 줄게,"헬미페르바컬 글,탄야라우버르스 그림,홍연미 옮김",웅진,2019,375.1,HBML03204
말놀이 동시 동요,"권오순 등글,김미은 등그림",한국슈타이너,2011,710.7,HBML03205
빈 상자 하나,"베틀북 편집부 편,윤미숙 그림",베틀북,2008,375.1,HBML03206
(쓸쓸하고 막막한) 카멜레온,최섬 글·그림,책마을해리 ;,서울 :,813.7,HBML03207
"엄마 아빠,  나를 사랑해요","베틀북 편집부 편,김희영 그림",베틀북,2008,375.1,HBML03208
아기다람쥐의 생일,"베틀북유아교육연구소 편,윤미숙 그림",베틀북,2010,375.1,HBML03209
"아이,  깜짝이야!",이은선 그림,,:베틀북,375.1,HBML03210
칙칙폭폭 꼬마기차,"베틀북 편집부 편,박찬욱 그림",베틀북,2008,375.1,HBML03211
가족각본,김지혜 지음,창비,2023,332.2,HBML03212
수필이 보인다  : 류인혜 수필집,류인혜,북나비,2022,814.7,HBML03213
순간과 영혼  : 장석원의 인생과 미술 이야기,장석원,수필과비평사,2022,600.04,HBML03214
"와, 물웅덩이다!","김석은 글,사석원 그림",삼성출판사,2005,375.1,HBML03215
"아기 토끼야,  어디 가니?","김성은 글,김신헌 그림",삼성출판사,2005,375.1,HBML03216
"소풍 가자,  소풍 가자","이미애 글,이민경 그림",삼성출판사,2005,375.1,HBML03217
"누구야,  누구?","이미애 글,라애란 그림",삼성출판사,2005,375.1,HBML03218
바깥은 여름,김애란  저,문학동네,2019,813.7,HBML03219
(국어과 선생님이 뽑은) 한국고전 수필 모음  : 한중록 & 계축일기 & 인현왕후전 외,"혜경궁 홍씨,권근,이규보,박두세,정약용,유씨 부인,박지원, dskimp2000@naver.com",북앤북,2015,814.5,HBML03220
학교 가기 정말 싫어,"울프 스타르크 글,마티 렙 그림,이유진 옮김",보물창고,2012,859.7,HBML03221
"돈 버는 법  : 아주 천천히,  느리지만 완벽하게  : 부의 자유를 찾아가는 '터틀 스텝 10단계'",윌리엄 안 지음,리드리드출판,2020,327.04,HBML03222
(지구를 살리는) 환경지식사전,"자연과 인간을 위한 니콜라 윌로 재단, 이효숙, 고상미",초록개구리,2007,539,HBML03223
상위 0.1% 부자는 어떻게 만들어지는가  : 이웃집 부자들의 돈을 부르는 삶의 태도와 습관,박지영,리드리드출판,2019,327.04,HBML03224
사소한 이야기 속 위대한 생각,이수철,미디어숲 :다빈치하우스,2017,331.5412,HBML03225
마녀를 공부하는 시간,"심강우:시, 손정민:그림",고래책빵,2021,811.8,HBML03226
이미 가진건 또 사지 않아요,박헤나,아이들과 미래재단,2021,359.08,HBML03227
우리집이 물에 잠겼어요,박헤나,,2021,359.08,HBML03228
오늘은 월요일,"에릭 칼 그림,이상희 옮김",더큰,2007,375.1,HBML03229
시장에 가면 만날 수 있어요,"니키 매클루어 글·그림,강수돌 옮김",초록개구리,2011,808.9,HBML03230
여름빛,문지나 지음,사계절,2023,813.8,HBML03231
진짜진짜 극한 직업  : 문명예 그림책,글· 문명예,JEI 재능교육,2023,813.7,HBML03232
걱정 많은 새,지연리 글·그림,머스트비,2023,813.7,HBML03233
지구 레스토랑  : 조영글 그림책,조영글,M창비(미디어창비),2023,813.7,HBML03234
태양 왕 수바  : 수박의 전설  : 이지은 그림책,글· 이지은,웅진주니어 :웅진씽크빅,2023,813.8,HBML03235
나의 첫 숨 너의 노래,"강그늘, 정은진",나무말미,2023,813.7,HBML03236
벅스 ABC,난주 글·그림,고래뱃속,2023,495,HBML03237
"거짓말이 뿡뿡,  고무장갑!  : 유설화 그림책",유설화,책읽는곰,2023,813.8,HBML03238
다시 찾은 나의 반쪽  : 문해동화,"엄계옥 글,백다혜 그림",문화의힘,2023,813.8,HBML03239
반짝반짝 첫 연애,"이은서 글,안은진 그림",반달서재,2023,813.7,HBML03240
그 비밀 나한테 팔아!,"김미승, 김정진",파란정원,2023,813.7,HBML03241
세상에서 가장 큰 우산을 써 본 날,"김봄희 시,권소리 그림",상상,2023,811.8,HBML03242
열세 살의 걷기 클럽,"김혜정 지음,김연제 그림",사계절,2023,808.91,HBML03243
달 도둑  : 오순택 동시집,"오순택,그린이: 양채은",아침마중,2023,811.8,HBML03244
가정 통신문 시 쓰기 소동,"송미경 글,황K 그림",위즈덤하우스,2023,813.7,HBML03245
명숙이의 숙제,"유순희 글,오승민 그림",해와나무,2023,813.7,HBML03246
우주보다 큰 아이,"김금래 동시,하꼬방 그림",국민서관,2023,811.8,HBML03247
흰 머리 아이 천백모,"윤수란 글,서지현 그림",가나 :가나문화콘텐츠,2023,813.7,HBML03248
친애하고 존경하는,"박성희 글,김소희 그림",위즈덤하우스,2023,813.7,HBML03249
"탁구장의 사회생활 2, ,이유 있는 탁구 생활","박효미 글, 최미란 그림",만만한책방,2023,813.7,HBML03250
달려라! 경찰견 래오,"김은아 글,루보 그림",그린애플 :비전피엔피,2023,813.7,HBML03251
"탁구장의 사회생활 1, ,탁구장에서 살아남기","박효미 글, 최미란 그림",만만한책방,2023,813.7,HBML03252
코뿔소 모자 씌우기  : 임수현 동시집,"임수현,그린이: 오윤화",창비,2023,811.8,HBML03253
모두의 연수  : 김려령 장편소설,김려령,비룡소,2023,813.7,HBML03254
"숲의 사람,  몽이  : 정순영 장편동화",정순영,봄눈,2023,813.7,HBML03255
"동물,  뉴스를 씁니다",고은경,산지니,2023,491.508,HBML03256
배고픔이 고양이를 울고 갔다  : 송태웅 시집,송태웅,문학들,2023,811.7,HBML03257
버스에 노을을 두고 내렸다  : 이병관 시집,이병관,한국문연,2023,811.7,HBML03258
해낙낙  : 조성국 시집,조성국,시인의일요일,2023,811.7,HBML03259
비밀번호 관리자  : 강흥수 시집,강흥수,황금알,2023,811.7,HBML03260
중얼거리는 사람  : 정병근 시집,정병근,여우난골,2023,811.7,HBML03261
진주형평운동,박구경,실천문학사,2023,811.7,HBML03262
없음의 대명사  : 오은 시집,오은,문학과지성사,2023,811.7,HBML03263
앙팡 테리블,안지은,걷는사람,2023,811.7,HBML03264
살판  : 이정오 시집,이정오,천년의시작,2023,811.7,HBML03265
비가 눈이 되고 눈사람이 되고 지나친 사람이 되고  : 이미화 시집,이미화,함께하는출판그룹파란,2023,811.7,HBML03266
누가 소리의 주인인가,정혜원 글,현북스,2023,813.7,HBML03267
순도 100퍼센트의 휴식  : 박상영 에세이,박상영,인플루엔셜,2023,814.7,HBML03268
SF와 함께라면 어디든  : 키워드로 여행하는 SF세계,심완선 지음,학교도서관저널,2023,809.3,HBML03269
물새가 우는 법  : 금지은 시집,금지은,한국문연,2023,811.7,HBML03270
이적의 단어들,이적,김영사,2023,818,HBML03271
우리가 겨울을 지나온 방식  : 문미순 장편소설,문미순,나무옆의자,2023,813.7,HBML03272
작별들 순간들  : 배수아 산문,배수아,문학동네,2023,814.7,HBML03273
방울 슈퍼 이야기  : 황종권 에세이,황종권,걷는사람,2023,818,HBML03274
등고선 없는 지도를 쥐고  : 권민경 에세이,권민경,민음사,2023,814.7,HBML03275
대한민국 여군입니다  : 육사 생도에서 장교까지 직업군인의 세계,박미영 지음,행성B(행성비),2023,391.92,HBML03276
자궁에서 왕관까지  : 김종 시인의 화필에세이,김종,시와사람,2023,814.7,HBML03277
우린 춤추면서 싸우지  : 한채윤 에세이,한채윤,은행나무,2023,334.22604,HBML03278
부모라는 낯선 타인  : 나를 알기 위해 부모 공부를 시작합니다,양미영 지음,프롬북스,2023,818,HBML03279
세월의 소리  : 김석주 시조집,김석주,작가마을,2023,811.36,HBML03280
아주 사적인 여행  : 모두가 낯설고 유일한 세계에서  : 양주안 산문집,양주안,RHK(알에이치코리아),2023,818,HBML03281
사람은 사랑의 기준  : 김박은경 시집,김박은경,여우난골,2023,811.7,HBML03282
저녁의 신  : 이학성 시집,이학성,b,2023,811.62,HBML03283
하늘에서 멧돼지가 떨어졌다  : 유승도 시집,유승도,詩와에세이,2023,811.7,HBML03284
고양이와 집사와 봄,고경숙 지음,시산맥사,2023,811.7,HBML03285
신의 정원에서   : 박용재 시집,박용재,서정시학,2023,811.62,HBML03286
신세기 타이밍  : 이송우 시집,이송우,애지,2023,811.7,HBML03287
"바람이 되어 살아낼게  : 세월호 생존학생,  청년이 되어 쓰는 다짐",유가영 지음,다른,2023,818,HBML03288
사랑한 것들은 왜 모두 어제가 되어버릴까,김수형,현대시학사,2023,811.7,HBML03289
나는 괴산의 시골버스 기사입니다  : 시골버스 운전석에 앉아 적어 내려간 묵묵한 운행일지,한귀영 지음,문화잇다,2023,818,HBML03290
"내 안에 파도,  내 밖의 바다  : 강영환 시집",강영환,책펴냄열린시,2023,811.62,HBML03291
내 마음 좀 알아도고  : 이종문 시집,이종문,시인동네 :문학의전당,2023,811.7,HBML03292
너무나 많은 여름이,김연수 지음,레제,2023,813.7,HBML03293
모래는 뭐래  : 정끝별 시집,정끝별,창비,2023,811.7,HBML03294
기분은 노크하지 않는다  : 유수연 시집,유수연,창비,2023,811.7,HBML03295
고비에서  : 고운기 시집,고운기,청색종이,2023,811.62,HBML03296
